FAMILY_A, FAMILY_B, ARI, AMI, BCUBES
Pama-Nyungan, Uralic, 0.6975493126120741, 0.6817177275908028, 0.8550724637681159
Pama-Nyungan, Tucanoan, 0.4459499263622975, 0.533263040999222, 0.811123553564763
Pama-Nyungan, Tupian, 0.1517386722866175, 0.18748422023831826, 0.6037890424987199
Pama-Nyungan, Tai-Kadai, 0.1484992101105845, 0.19092973652681117, 0.574184851293285
Pama-Nyungan, Austroasiatic, 0.3820920737716458, 0.47693384339738903, 0.7573944832170155
Pama-Nyungan, Chocoan, 0.32592592592592595, 0.37056374953733756, 0.7983193277310925
Pama-Nyungan, Hmong-Mien, 0.2682926829268293, 0.29851050038764787, 0.7702702702702703
Pama-Nyungan, Nakh-Daghestanian, 0.2057900244157656, 0.2916433869616192, 0.5996000251952632
Pama-Nyungan, Indo-European, 0.20722713864306785, 0.30619620033977757, 0.5907434850546903
Pama-Nyungan, Afro-Asiatic, 0.4007719523962689, 0.5069082846691801, 0.693433117583603
Pama-Nyungan, Cariban, 0.4169207317073171, 0.4921833514323973, 0.787936507936508
Uto-Aztecan, Arawakan, 0.1509433962264151, 0.17103359069041751, 0.77
Uto-Aztecan, Austronesian, 0.2198581560283688, 0.27066013727842547, 0.78
Uto-Aztecan, Pano-Tacanan, 0.21267893660531698, 0.24583734007745472, 0.717948717948718
Uto-Aztecan, Turkic, 0.4785100286532951, 0.5207786134524668, 0.8914285714285715
Uto-Aztecan, Sino-Tibetan, 0.40397350993377484, 0.44128875484464014, 0.7148345153664304
Uto-Aztecan, Tungusic, 0.6496815286624203, 0.649681528662419, 0.9
Uto-Aztecan, Uralic, 0.18450184501845018, 0.21908457925137345, 0.7144775718506582
Uto-Aztecan, Tucanoan, 0.5806451612903226, 0.6026685950306804, 0.8710407239819006
Uto-Aztecan, Tupian, -0.0759493670886076, -0.09454276778236145, 0.5823529411764706
Uto-Aztecan, Tai-Kadai, 0.03225806451612903, 0.047364209444733185, 0.6692307692307693
Uto-Aztecan, Austroasiatic, 0.3712574850299401, 0.42715519584985945, 0.8391812865497076
Uto-Aztecan, Chocoan, 0.8791208791208791, 0.8578568404310213, 0.9523809523809523
Uto-Aztecan, Hmong-Mien, 0.16167664670658682, 0.1862053084384359, 0.7944444444444444
Uto-Aztecan, Nakh-Daghestanian, 0.27927927927927926, 0.32348592568496465, 0.6801310043668123
Uto-Aztecan, Indo-European, 0.3323262839879154, 0.33568331217384917, 0.7058823529411765
Uto-Aztecan, Afro-Asiatic, 0.05150214592274678, 0.08319581721805125, 0.594192107222636
Uto-Aztecan, Cariban, 0.2465753424657534, 0.2721011051633833, 0.8080808080808082
Arawakan, Austronesian, 0.2976588628762542, 0.3587190156292399, 0.7236729817374978
Arawakan, Pano-Tacanan, 0.3428909252143068, 0.39240216691551927, 0.7372549019607844
Arawakan, Turkic, 0.34432515337423314, 0.37499172026615174, 0.7719298245614035
Arawakan, Sino-Tibetan, 0.15526950925181013, 0.23346707017461443, 0.5777777777777777
Arawakan, Tungusic, 0.3287671232876712, 0.3496396207590496, 0.7887323943661972
Arawakan, Uralic, 0.2524271844660194, 0.27839906424134137, 0.7092198581560283
Arawakan, Tucanoan, 0.33544303797468356, 0.3804101340732489, 0.83125
Arawakan, Tupian, 0.2055030094582975, 0.2730474798816054, 0.6674641148325359
Arawakan, Tai-Kadai, 0.1319796954314721, 0.2275000414614355, 0.6888371370905139
Arawakan, Austroasiatic, 0.4246575342465753, 0.5215948126716764, 0.8214094011195461
Arawakan, Chocoan, 0.08296943231441048, 0.10470206532208749, 0.722051282051282
Arawakan, Hmong-Mien, 0.15, 0.1699897698818349, 0.7823529411764706
Arawakan, Nakh-Daghestanian, 0.18263473053892215, 0.24541652626181892, 0.6407930816283484
Arawakan, Indo-European, 0.2550607287449393, 0.352397378210043, 0.6098335783035417
Arawakan, Afro-Asiatic, 0.22918918918918918, 0.2974014917487824, 0.6041463573146162
Arawakan, Cariban, 0.7560975609756098, 0.7286813868082085, 0.9051724137931034
Austronesian, Pano-Tacanan, 0.38831800973499186, 0.48285909623485584, 0.7213780732299251
Austronesian, Turkic, 0.23556058890147225, 0.3354437964189658, 0.7137254901960786
Austronesian, Sino-Tibetan, 0.11059648244351256, 0.18985033249871677, 0.5003486873523967
Austronesian, Tungusic, 0.5311857436600411, 0.5965366794314978, 0.8500633025863626
Austronesian, Uralic, 0.27979854504756574, 0.38094889417481803, 0.7058367267791351
Austronesian, Tucanoan, 0.3651452282157676, 0.5071781660363892, 0.7663441113995753
Austronesian, Tupian, 0.21937550040032025, 0.284795933483048, 0.6374921630094045
Austronesian, Tai-Kadai, 0.0519028827503177, 0.1138620530748236, 0.518401805166511
Austronesian, Austroasiatic, 0.19775529560543786, 0.3168350033482051, 0.6631131487265142
Austronesian, Chocoan, 0.49897750511247446, 0.5761637984632253, 0.8391812865497076
Austronesian, Hmong-Mien, 0.1509433962264151, 0.24154852523381512, 0.63925456416924
Austronesian, Nakh-Daghestanian, 0.18394360331955145, 0.28866920951202524, 0.58855119897143
Austronesian, Indo-European, 0.16252030435154313, 0.24975376201198882, 0.530038910286731
Austronesian, Afro-Asiatic, 0.19360341151385926, 0.318208737769448, 0.6125518821325354
Austronesian, Cariban, 0.2739158163265306, 0.31333742380368573, 0.6860899447183625
Pano-Tacanan, Turkic, 0.5124868097080548, 0.5446785574326615, 0.8020390824129142
Pano-Tacanan, Sino-Tibetan, 0.19191454093378765, 0.2817166424785896, 0.5698818247837856
Pano-Tacanan, Tungusic, 0.6078359575247162, 0.6789294208082904, 0.856232576662684
Pano-Tacanan, Uralic, 0.48166151126822804, 0.5670049397065593, 0.7831858407079645
Pano-Tacanan, Tucanoan, 0.36691493531948255, 0.4703310493265403, 0.7355679702048418
Pano-Tacanan, Tupian, 0.23007246376811594, 0.2832366617938781, 0.6132608695652174
Pano-Tacanan, Tai-Kadai, 0.15833745670460167, 0.25021514302526415, 0.5747716894977167
Pano-Tacanan, Austroasiatic, 0.4048666080328349, 0.5145267163462509, 0.7507238747038694
Pano-Tacanan, Chocoan, 0.2011173184357542, 0.24935701477937192, 0.7212543554006969
Pano-Tacanan, Hmong-Mien, 0.30656934306569344, 0.35832693250433084, 0.7299242424242426
Pano-Tacanan, Nakh-Daghestanian, 0.28205218246304037, 0.37432936314706866, 0.6130309360389933
Pano-Tacanan, Indo-European, 0.15622014417648591, 0.2574990013204267, 0.5463620425158885
Pano-Tacanan, Afro-Asiatic, 0.30249768732654947, 0.4692724533148788, 0.650090066906845
Pano-Tacanan, Cariban, 0.6933505487411233, 0.7208744780802921, 0.8785046728971964
Turkic, Sino-Tibetan, 0.18869309838472834, 0.2730480454779798, 0.5703658256001227
Turkic, Tungusic, 0.8256410256410256, 0.8256410256410228, 0.9411764705882353
Turkic, Uralic, 0.45923460898502494, 0.5309607747778987, 0.8148987854251012
Turkic, Tucanoan, 0.47586206896551725, 0.5747624778479927, 0.8727849775191748
Turkic, Tupian, 0.2004707185380036, 0.27967466084896764, 0.6773312524385485
Turkic, Tai-Kadai, 0.07436399217221135, 0.1496536657583652, 0.5962325962325963
Turkic, Austroasiatic, 0.36823104693140796, 0.48388604716621764, 0.7825597749648382
Turkic, Chocoan, 0.7400990099009901, 0.7400990099009862, 0.9333333333333333
Turkic, Hmong-Mien, 0.2191780821917808, 0.24962017759332905, 0.750915750915751
Turkic, Nakh-Daghestanian, 0.204500592183182, 0.28425408178465533, 0.6465787821720025
Turkic, Indo-European, 0.19077809798270892, 0.29771419641891533, 0.578478455826272
Turkic, Afro-Asiatic, 0.31645364827697786, 0.43065888748122255, 0.7042378917378918
Turkic, Cariban, 0.47692307692307695, 0.5042931512521863, 0.8426812585499316
Sino-Tibetan, Tungusic, 0.2626131953428202, 0.39342363245872175, 0.6264918937564677
Sino-Tibetan, Uralic, 0.17913938260056128, 0.2928676042863492, 0.5140283184229097
Sino-Tibetan, Tucanoan, 0.2216753098356333, 0.31639852656251344, 0.5995974896692984
Sino-Tibetan, Tupian, 0.018845485316988382, 0.05156736325060147, 0.4603076923076923
Sino-Tibetan, Tai-Kadai, 0.295472471998738, 0.31635408542479937, 0.5794890540595427
Sino-Tibetan, Austroasiatic, 0.33492252681764006, 0.42424649163687544, 0.6258966636110991
Sino-Tibetan, Chocoan, 0.2078853046594982, 0.3008505386184523, 0.6389694041867955
Sino-Tibetan, Hmong-Mien, 0.3204930662557781, 0.35316370822714305, 0.6490604367699341
Sino-Tibetan, Nakh-Daghestanian, 0.11177744461102782, 0.18196447822128373, 0.482501024830171
Sino-Tibetan, Indo-European, 0.48952095808383234, 0.45881481874968205, 0.6193044576196749
Sino-Tibetan, Afro-Asiatic, 0.11718781602685975, 0.20514126554712744, 0.48624554892421895
Sino-Tibetan, Cariban, 0.12477898459206871, 0.23459547319822102, 0.5887445887445888
Tungusic, Uralic, 0.8510452961672473, 0.8510452961672442, 0.9473684210526315
Tungusic, Tucanoan, 0.7133757961783439, 0.7584907472395538, 0.9156626506024096
Tungusic, Tupian, 0.2738225629791895, 0.3347947514072031, 0.7630522088353413
Tungusic, Tai-Kadai, 0.12114882506527415, 0.22735624703129245, 0.6267806267806268
Tungusic, Austroasiatic, 0.48605909280066584, 0.5983528373660872, 0.8240963855421687
Tungusic, Chocoan, 0.7349397590361446, 0.7349397590361413, 0.9090909090909091
Tungusic, Hmong-Mien, 0.3712574850299401, 0.39716789657447515, 0.8198198198198199
Tungusic, Nakh-Daghestanian, 0.3612729717615419, 0.43269238357095047, 0.7250470809792843
Tungusic, Indo-European, 0.32124900767398784, 0.48594286423594735, 0.7035037878787879
Tungusic, Afro-Asiatic, 0.273753185293047, 0.3690776438536518, 0.7032755298651252
Tungusic, Cariban, 0.3939393939393939, 0.43507361026745395, 0.7987012987012988
Uralic, Tucanoan, 0.6421096693177062, 0.6565375422828923, 0.8615384615384615
Uralic, Tupian, 0.17100130039011704, 0.20093277179104677, 0.6071197411003236
Uralic, Tai-Kadai, 0.0895024994049036, 0.17870673897902914, 0.5996370235934664
Uralic, Austroasiatic, 0.3855276727397731, 0.4887213576078139, 0.7749570528726857
Uralic, Chocoan, 0.43089430894308944, 0.4538664551057281, 0.7987012987012988
Uralic, Hmong-Mien, 0.2440318302387268, 0.2921186107918079, 0.7291428571428572
Uralic, Nakh-Daghestanian, 0.30300009967108543, 0.3878917127696432, 0.6495238095238094
Uralic, Indo-European, 0.1956001912960306, 0.28676775318513836, 0.5397301349325336
Uralic, Afro-Asiatic, 0.425891181988743, 0.5017013405612768, 0.6924107142857143
Uralic, Cariban, 0.3894839337877313, 0.456014646064308, 0.7851119511485896
Tucanoan, Tupian, 0.21267893660531698, 0.288562618390616, 0.6924939467312349
Tucanoan, Tai-Kadai, 0.13793103448275862, 0.21224723689796812, 0.6188466947960618
Tucanoan, Austroasiatic, 0.3928686154834565, 0.5605401559742371, 0.7943464238284954
Tucanoan, Chocoan, 0.7888631090487239, 0.7570113055424488, 0.923076923076923
Tucanoan, Hmong-Mien, 0.3359375, 0.4289243955316414, 0.8277062304211626
Tucanoan, Nakh-Daghestanian, 0.3046897757063793, 0.4011353651679902, 0.6514309764309764
Tucanoan, Indo-European, 0.3020689655172414, 0.40104683783620665, 0.6449893390191898
Tucanoan, Afro-Asiatic, 0.4599786552828175, 0.49598377781707054, 0.7492063492063493
Tucanoan, Cariban, 0.5253164556962026, 0.558314780587147, 0.8705357142857143
Tupian, Tai-Kadai, 0.08848454636091725, 0.14787587787164222, 0.5499304105775922
Tupian, Austroasiatic, 0.25057647963105306, 0.3346111884187564, 0.6537333634107828
Tupian, Chocoan, 0.07881773399014778, 0.1255710230682306, 0.6310399159663865
Tupian, Hmong-Mien, 0.20109689213893966, 0.28046293460092747, 0.6593143329202809
Tupian, Nakh-Daghestanian, 0.09956954650202182, 0.14622267403141548, 0.5162514827995254
Tupian, Indo-European, 0.07168458781362007, 0.1246286402964639, 0.4684829721362229
Tupian, Afro-Asiatic, 0.2302250803858521, 0.33884016315243676, 0.6129701327433627
Tupian, Cariban, 0.18925056775170326, 0.24998281414468645, 0.7396593673965937
Tai-Kadai, Austroasiatic, 0.32549683405429125, 0.44126345625499924, 0.6831298869325533
Tai-Kadai, Chocoan, 0.26116373477672533, 0.36872816138769554, 0.7502812148481439
Tai-Kadai, Hmong-Mien, 0.21071176885130374, 0.32501523436412233, 0.7015873015873016
Tai-Kadai, Nakh-Daghestanian, 0.027874564459930314, 0.057589183589052136, 0.4581994871102713
Tai-Kadai, Indo-European, 0.23326777519518446, 0.2629434833628178, 0.5361380106458025
Tai-Kadai, Afro-Asiatic, 0.13934426229508196, 0.2394479642133549, 0.5464213669006698
Tai-Kadai, Cariban, 0.13793103448275862, 0.2397785045841505, 0.6187658495350803
Austroasiatic, Chocoan, 0.24504361617763679, 0.32815603909347296, 0.752864782276547
Austroasiatic, Hmong-Mien, 0.4021024967148489, 0.48937316400973635, 0.7936507936507936
Austroasiatic, Nakh-Daghestanian, 0.16836289619075312, 0.2678941121222973, 0.5859613328734182
Austroasiatic, Indo-European, 0.33186619718309857, 0.44560239149430325, 0.6375109729597489
Austroasiatic, Afro-Asiatic, 0.26276185610107294, 0.4026023585463826, 0.6697115762192728
Austroasiatic, Cariban, 0.32014388489208634, 0.43155176966297776, 0.7428967428967429
Chocoan, Hmong-Mien, 0.6507936507936508, 0.6507936507936452, 0.9166666666666666
Chocoan, Nakh-Daghestanian, 0.364061456245825, 0.40522662731564685, 0.7230229840280482
Chocoan, Indo-European, 0.2869757174392936, 0.34721389839803296, 0.6586985391766269
Chocoan, Afro-Asiatic, 0.39118457300275483, 0.5001698771582946, 0.7679158448389218
Chocoan, Cariban, 0.10550458715596331, 0.1395909923779077, 0.7509778357235984
Hmong-Mien, Nakh-Daghestanian, 0.1431485889153349, 0.18170622950950238, 0.6188466947960619
Hmong-Mien, Indo-European, 0.19437340153452684, 0.24948876658209473, 0.6350135013501352
Hmong-Mien, Afro-Asiatic, 0.2661290322580645, 0.3754301316483611, 0.6795146324054248
Hmong-Mien, Cariban, 0.41890166028097064, 0.45157456118460726, 0.8370221327967807
Nakh-Daghestanian, Indo-European, 0.28075452603171036, 0.3869116745128724, 0.577674384722462
Nakh-Daghestanian, Afro-Asiatic, 0.21049256257237017, 0.3078146438281336, 0.5589896529754186
Nakh-Daghestanian, Cariban, 0.26239067055393583, 0.3449115557568569, 0.6753411615360204
Indo-European, Afro-Asiatic, 0.295108153078203, 0.4357850232176217, 0.6032357863130365
Indo-European, Cariban, 0.17341699942954936, 0.2860649300828964, 0.5539752005835157
Afro-Asiatic, Cariban, 0.26595744680851063, 0.3490279962804735, 0.6834101888449715
